device_serial,start_date,end_date,duration_time,duration_day,min_temp,max_temp,mean_temp,std_temp,min_humi,max_humi,mean_humi,std_humi,min_acc,max_acc,mean_acc,std_acc,q1_temp,q3_temp,temp_start,temp_end,q1_humi,q3_humi,humi_start,humi_end,q1_acc,q3_acc,acc_start,acc_end,ta_min,ta_max,ta_mean,ta_std,ta_q1,ta_q3,ws1_min,ws1_max,ws1_mean,ws1_std,ws1_q1,ws1_q3,ws10_min,ws10_max,ws10_mean,ws10_std,ws10_q1,ws10_q3,hm_min,hm_max,hm_mean,hm_std,hm_q1,hm_q3,alert_temp_sum,alert_humi_sum,alert_acc_sum,broken_yn
VC6M60B0,2024-12-17 06:29:17,2024-12-21 13:19:17,102.83,4.00,-5.50,7.40,0.26,10.98,46.00,78.00,55.46,5.50,0.90,2.98,0.94,0.10,-2.70,3.00,-11.25,11.55,51.00,60.00,37.50,73.50,0.90,0.95,0.83,1.02,-8.70,3.90,-1.18,3.38,-3.20,1.60,0.00,7.70,1.79,1.14,1.00,2.40,0.00,4.40,1.77,0.93,1.20,2.40,35.80,93.40,65.49,14.94,53.40,79.20,0,2,46,1
VC6M60B1,2024-12-17 06:34:26,2024-12-19 07:24:26,48.83,2.00,-5.10,7.40,0.39,10.77,46.00,69.00,53.06,5.48,0.91,1.10,0.98,0.04,-1.90,2.90,-9.10,10.10,49.00,55.75,38.88,65.88,0.94,1.02,0.82,1.14,-8.40,3.80,-2.23,3.47,-4.20,0.50,0.00,4.10,1.84,0.98,1.10,2.50,0.10,3.80,1.82,0.84,1.30,2.50,40.30,82.50,61.08,13.72,48.80,76.10,0,16,0,0
VC6M60B2,2024-12-23 12:28:32,2025-01-05 20:08:32,319.67,13.00,-4.90,8.40,1.11,8.41,41.00,52.00,46.31,2.19,1.00,1.10,1.00,0.00,-1.40,3.10,-8.15,9.85,45.00,48.00,40.50,52.50,1.00,1.00,1.00,1.00,-99.90,10.10,-1.82,19.28,-0.80,4.00,-99.90,5.60,-1.68,19.06,0.90,2.90,-99.90,6.50,-1.70,19.06,0.90,2.70,-99.90,96.00,60.56,34.72,52.90,77.70,0,0,3,0
VC6M60B5,2024-12-17 09:11:13,2024-12-24 11:11:13,170.00,7.00,2.50,24.70,20.82,15.26,17.00,56.00,23.02,5.47,1.00,1.50,1.01,0.05,21.00,22.30,19.05,24.25,20.00,25.00,12.50,32.50,1.00,1.00,1.00,1.00,-8.70,9.10,-1.53,3.68,-4.30,1.40,0.00,7.70,1.82,1.15,1.00,2.40,0.00,5.10,1.78,1.02,1.00,2.40,24.70,90.50,70.21,14.58,60.70,82.30,63,34,31,0
VC6M60B7,2024-11-25 16:49:57,2024-11-28 20:09:57,75.33,3.00,2.00,15.90,10.92,10.58,46.00,64.00,56.82,4.86,1.00,1.40,1.02,0.07,10.00,13.80,4.30,19.50,52.00,60.00,40.00,72.00,1.00,1.00,1.00,1.00,1.90,15.90,9.93,3.58,7.80,13.00,0.00,10.90,4.84,3.48,2.30,7.90,0.00,8.90,4.49,2.94,2.48,7.20,42.40,96.70,73.29,18.16,55.30,91.13,3,0,10,0
VC6M60B8,2024-11-18 13:52:12,2025-01-17 14:02:12,1440.17,60.00,-10.50,18.30,0.27,15.42,15.00,70.00,50.08,6.44,0.90,1.50,0.99,0.03,-2.40,2.90,-10.35,10.85,47.00,54.00,36.50,64.50,0.98,0.99,0.96,1.00,-15.20,9.20,-1.76,4.70,-4.60,2.10,0.00,7.40,2.01,1.29,1.10,2.60,0.00,6.60,2.02,1.16,1.20,2.60,-99.20,93.80,65.43,17.61,51.90,79.60,35,114,807,0
VC6M60BA,2024-11-23 10:48:27,2024-11-24 05:08:27,18.33,0.00,5.40,15.30,10.29,9.18,40.00,57.00,53.12,4.45,0.94,1.30,1.02,0.04,7.55,12.67,-0.14,20.36,49.00,57.00,37.00,69.00,1.02,1.02,1.02,1.02,1.70,13.10,7.65,3.67,3.80,11.30,-99.50,3.50,0.23,9.65,0.00,1.90,-99.90,2.80,0.19,9.68,0.00,1.80,31.30,87.20,58.25,18.26,41.00,76.90,0,0,42,0
VC6M60BC,2024-11-22 14:46:33,2024-11-27 15:16:33,120.50,5.00,-0.90,14.30,8.52,12.68,40.00,64.00,58.62,3.02,1.10,1.50,1.11,0.03,6.70,10.90,0.40,17.20,57.00,61.00,51.00,67.00,1.10,1.10,1.10,1.10,-2.70,15.60,5.89,4.66,2.30,9.60,-99.50,12.00,-3.30,22.63,0.30,2.80,-99.90,8.80,-2.29,20.60,0.40,2.80,-99.20,97.40,42.96,62.95,47.70,82.10,29,16,145,0
VC6M60C0,2024-11-30 09:19:33,2025-01-23 23:59:33,1310.67,54.00,-10.80,16.00,1.55,18.78,40.00,94.00,61.34,8.99,0.87,2.60,0.96,0.07,-1.10,3.80,-8.45,11.15,55.00,66.00,38.50,82.50,0.93,1.00,0.83,1.10,-15.20,17.20,0.13,5.55,-3.60,4.03,0.00,9.10,2.08,1.34,1.20,2.70,0.00,6.60,2.06,1.23,1.20,2.70,13.80,97.70,67.40,17.98,54.00,82.30,163,98,56,1
VC6M60C1,2024-12-02 14:06:09,2024-12-09 00:26:09,154.33,6.00,2.20,18.10,8.33,14.65,49.00,66.00,59.01,3.65,1.00,1.56,1.01,0.05,5.60,10.70,-2.05,18.35,56.00,61.00,48.50,68.50,1.00,1.00,1.00,1.00,0.90,17.60,6.59,3.54,4.00,8.70,0.20,9.10,3.61,1.57,2.50,4.40,0.40,8.40,3.65,1.42,2.73,4.40,15.50,70.50,44.23,14.59,34.10,53.90,0,0,46,1
VC6M60C3,2024-11-16 03:38:22,2025-01-10 06:38:22,1323.00,55.00,-8.80,16.10,1.74,8.52,48.00,72.00,57.01,4.61,0.86,1.30,0.92,0.05,0.40,3.30,-3.95,7.65,54.00,60.00,45.00,69.00,0.86,0.94,0.74,1.06,-99.90,16.90,-0.80,5.00,-3.30,2.60,-99.90,7.40,1.85,2.43,0.90,2.50,-99.90,7.20,1.87,2.37,1.00,2.50,-99.20,93.80,67.09,16.09,56.10,79.60,153,21,20,0
VC6M60C6,2024-12-18 19:36:02,2024-12-18 23:26:02,3.83,0.00,-1.50,0.90,-0.13,0.46,38.00,40.00,39.00,0.72,1.00,1.10,1.01,0.02,-0.55,0.43,-2.01,1.89,38.75,39.25,38.00,40.00,1.01,1.01,1.01,1.01,-3.60,-2.00,-2.85,0.52,-3.30,-2.40,1.60,3.00,2.35,0.52,2.05,2.63,1.80,2.70,2.29,0.34,2.10,2.55,58.50,61.90,60.51,1.19,59.50,61.38,0,0,5,0
VC6M60C7,2024-11-30 10:18:39,2025-01-13 08:08:39,1053.83,43.00,-10.20,12.10,1.45,16.71,41.00,76.00,55.39,5.99,0.91,1.41,1.03,0.05,-0.70,3.70,-7.30,10.30,52.00,58.00,43.00,67.00,1.00,1.06,0.91,1.15,-15.20,10.00,-0.70,4.96,-3.60,3.00,0.00,7.40,1.87,1.31,1.00,2.40,0.00,7.90,1.90,1.20,1.10,2.40,-99.20,97.30,68.47,16.70,56.10,81.60,182,206,59,0
VC6M60C8,2024-12-17 10:40:56,2025-01-23 23:50:56,901.17,37.00,-0.60,25.20,21.52,7.77,13.00,54.00,20.31,4.34,1.00,1.42,1.01,0.02,20.50,23.10,16.60,27.00,17.00,23.00,8.00,32.00,1.00,1.01,0.98,1.02,-15.20,10.00,-0.76,4.52,-3.50,2.60,0.00,7.40,1.95,1.23,1.10,2.60,0.00,7.20,1.95,1.10,1.20,2.50,23.40,93.80,67.04,16.09,55.00,80.00,158,48,36,0
VC6M60C9,2024-11-16 09:42:33,2024-11-20 10:02:33,96.33,4.00,9.30,23.00,12.43,4.41,56.00,67.00,56.53,1.76,1.10,1.40,1.11,0.05,11.60,12.70,9.95,14.35,56.00,56.00,56.00,56.00,1.10,1.10,1.10,1.10,1.80,18.80,4.26,3.43,2.63,4.18,0.00,2.50,0.62,0.55,0.08,0.80,0.00,2.90,0.62,0.48,0.30,0.70,43.30,79.40,71.67,6.19,69.30,76.05,9,15,5,0
VC6M60CA,2024-11-14 18:57:04,2024-12-20 05:37:04,850.67,35.00,-7.60,20.50,3.29,101.36,53.00,65.00,59.16,2.34,0.90,1.00,0.92,0.03,-3.30,18.60,-36.15,51.45,58.00,61.00,53.50,65.50,0.91,0.91,0.91,0.91,-99.90,17.20,1.29,14.55,-3.05,14.10,-99.90,5.40,0.18,12.32,0.90,2.20,-99.90,5.00,0.16,12.32,0.90,2.18,-99.90,84.40,61.52,23.15,53.78,74.10,0,1,103,0
VC6M60CB,2024-11-20 12:04:34,2024-11-21 17:34:34,29.50,1.00,6.50,13.50,9.46,4.14,44.00,60.00,57.79,2.87,1.10,1.40,1.11,0.04,8.00,10.70,3.95,14.75,57.50,59.00,55.25,61.25,1.10,1.10,1.10,1.10,5.10,13.80,8.53,2.61,6.40,9.70,-99.50,3.90,0.65,7.75,0.70,1.50,0.00,3.20,1.24,0.65,0.80,1.50,-99.20,94.80,76.79,20.12,66.80,90.20,0,25,19,0
VC6M60CC,2024-11-23 09:34:43,2024-11-23 14:44:43,5.17,0.00,3.30,7.30,5.83,1.57,86.00,89.00,87.78,0.91,0.88,1.14,1.04,0.05,4.83,6.75,1.94,9.64,87.00,89.00,84.00,92.00,1.03,1.04,1.02,1.06,1.50,11.80,9.19,2.86,7.50,11.40,0.10,2.60,1.58,0.73,1.40,1.90,0.30,2.00,1.48,0.50,1.20,1.80,33.70,76.10,43.17,11.69,38.00,46.70,0,0,12,0
VC6M60CD,2024-12-16 13:49:46,2025-01-10 20:19:46,606.50,25.00,-9.60,8.20,1.30,10.21,51.00,64.00,57.21,2.77,0.93,1.36,1.00,0.05,-0.10,3.20,-5.05,8.15,55.00,59.00,49.00,65.00,0.98,1.00,0.95,1.03,-15.20,10.00,-0.96,4.50,-3.50,2.30,0.00,7.70,1.93,1.36,0.90,2.50,0.00,7.20,1.94,1.23,1.00,2.50,25.90,93.80,67.83,15.49,57.05,80.30,151,0,956,0
VC6M60CE,2024-12-24 14:28:13,2025-01-09 19:28:13,389.00,16.00,-5.10,9.30,1.02,8.29,39.00,78.00,59.36,7.94,1.00,1.10,1.08,0.02,-1.00,2.90,-6.85,8.75,55.00,65.00,40.00,80.00,1.09,1.09,1.09,1.09,-13.40,10.00,-0.38,4.05,-2.90,2.60,0.00,7.40,1.92,1.37,0.90,2.50,0.00,7.20,1.94,1.24,1.00,2.50,25.90,93.80,66.69,15.78,56.00,79.40,13,12,527,0
VC6M60D0,2024-11-18 08:50:05,2025-01-14 03:00:05,1362.17,56.00,-13.10,6.90,-3.12,13.35,29.00,64.00,56.95,4.76,0.98,1.30,1.02,0.04,-4.90,-0.40,-11.65,6.35,53.00,60.00,42.50,70.50,0.99,1.03,0.93,1.09,-15.20,5.30,-4.55,4.70,-7.30,-1.50,0.00,7.40,1.95,1.30,1.00,2.50,0.10,6.60,2.01,1.18,1.30,2.45,20.60,90.20,69.16,14.05,56.10,80.50,53,10,49,0
VC6M60D1,2024-12-16 12:07:40,2025-01-07 19:37:40,535.50,22.00,-4.40,8.40,2.19,5.57,48.00,72.00,56.91,4.15,0.85,2.97,0.92,0.06,0.60,3.70,-4.05,8.35,54.00,60.00,45.00,69.00,0.92,0.94,0.89,0.97,-7.10,10.00,0.29,3.62,-2.48,3.00,0.00,7.20,1.83,1.28,0.90,2.40,0.00,7.20,1.83,1.16,0.93,2.40,25.90,93.80,66.40,15.85,55.93,79.40,14,21,413,1
VC6M60D4,2024-11-15 13:55:56,2024-11-23 10:05:56,188.17,7.00,2.20,26.80,19.73,27.13,38.00,66.00,49.61,8.32,0.94,1.30,1.02,0.04,18.50,23.20,11.45,30.25,44.00,57.00,24.50,76.50,0.98,1.07,0.84,1.20,-4.40,24.10,7.82,6.56,2.20,11.80,0.00,5.20,2.07,1.15,1.20,2.60,0.00,4.90,2.02,1.08,1.30,2.70,22.40,92.90,63.46,19.47,46.60,81.30,91,0,2,0
VC6M60D5,2024-12-16 19:15:49,2024-12-28 08:05:49,276.83,11.00,-5.70,42.40,19.84,305.08,49.00,95.00,75.04,15.81,0.90,3.30,1.00,0.09,2.30,35.30,-47.20,84.80,59.00,87.00,17.00,129.00,0.96,1.02,0.87,1.11,-99.90,7.00,-6.68,21.91,-4.50,1.40,-99.90,7.70,-3.61,22.34,0.50,2.20,-99.90,4.40,-3.62,22.33,0.50,2.10,-99.90,98.60,60.03,40.20,53.60,81.45,0,0,25,1
VC6M60D6,2024-12-14 18:31:42,2024-12-29 04:21:42,345.83,14.00,-9.30,7.70,1.09,8.65,47.00,67.00,58.88,3.81,0.99,1.51,1.04,0.04,-0.70,3.00,-6.25,8.55,56.00,61.00,48.50,68.50,1.01,1.08,0.90,1.18,-99.90,6.20,-0.72,6.22,-2.80,2.10,-99.90,7.70,1.49,5.65,0.90,2.40,-99.90,6.30,1.48,5.62,0.90,2.40,-99.90,97.70,67.66,16.76,58.10,79.10,47,27,5,1
VC6M60D7,2024-12-16 13:36:10,2025-01-04 13:56:10,456.33,19.00,-4.30,8.00,2.06,6.55,51.00,66.00,56.77,3.27,0.92,1.17,0.97,0.04,0.10,3.80,-5.45,9.35,54.00,59.00,46.50,66.50,0.94,0.99,0.86,1.06,-7.10,10.00,0.25,3.80,-2.60,3.00,0.00,7.20,1.72,1.22,0.90,2.20,0.00,7.20,1.76,1.09,0.90,2.40,25.90,89.70,65.38,15.52,54.70,78.00,0,0,19,0
VC6M60DA,2024-12-12 22:30:03,2024-12-13 08:10:03,9.67,0.00,0.90,2.60,1.71,0.31,44.00,51.00,49.29,1.73,0.90,1.20,0.92,0.05,1.15,2.20,-0.43,3.78,48.00,51.00,43.50,55.50,0.90,0.90,0.90,0.90,-0.50,2.20,0.91,0.86,0.15,2.00,0.00,2.80,1.11,0.86,0.40,1.80,0.30,2.80,1.25,0.80,0.70,1.60,49.40,65.50,55.30,4.34,53.20,58.05,0,0,6,0
VC6M60DB,2024-12-19 15:38:09,2024-12-26 17:28:09,169.83,7.00,-5.50,8.30,0.73,11.15,51.00,67.00,60.38,3.49,0.92,1.32,0.98,0.03,-2.00,3.20,-9.80,11.00,58.00,63.00,50.50,70.50,0.97,1.00,0.92,1.04,-99.90,6.20,-0.81,8.29,-2.40,2.30,-99.90,7.70,1.16,7.87,0.90,2.32,-99.90,5.00,1.15,7.84,0.90,2.40,-99.90,90.50,69.61,18.53,60.65,81.90,0,0,23,0
VC6M60DD,2024-12-10 02:20:38,2024-12-10 19:40:38,17.33,0.00,-0.70,8.80,3.62,10.69,46.00,65.00,56.69,7.02,1.00,1.40,1.19,0.12,1.30,6.30,-6.20,13.80,50.00,62.00,32.00,80.00,1.10,1.30,0.80,1.60,-5.90,5.30,0.53,2.73,0.10,2.40,-99.50,2.10,-6.54,27.94,0.40,1.70,0.00,1.80,1.08,0.65,0.90,1.70,-99.20,94.50,58.81,49.19,63.00,79.80,0,0,0,0
VC6M60E1,2024-12-09 20:35:14,2024-12-10 17:05:14,20.50,0.00,3.40,12.00,8.39,6.28,42.00,58.00,47.81,4.24,1.00,1.41,1.11,0.11,6.35,10.28,0.46,16.16,45.00,50.00,37.50,57.50,1.01,1.11,0.86,1.26,0.30,6.50,4.42,2.01,3.70,6.40,0.20,2.90,1.20,0.68,1.10,1.60,0.40,2.50,1.26,0.53,1.20,1.50,38.60,83.40,56.98,13.99,41.00,64.00,0,1,2,0
VC6M60E3,2024-12-07 14:40:17,2024-12-10 21:00:17,78.33,3.00,-3.50,8.20,0.08,5.42,42.00,53.00,49.66,2.46,1.00,1.30,1.02,0.04,-1.60,1.10,-5.65,5.15,48.00,52.00,42.00,58.00,1.00,1.00,1.00,1.00,-3.50,6.30,-0.47,1.91,-1.90,0.90,0.70,9.20,3.29,1.61,2.10,4.20,0.50,5.80,3.14,1.15,2.40,3.90,31.60,70.80,51.75,10.17,44.00,60.60,13,0,43,0
VC6M60E4,2024-12-06 13:58:23,2024-12-07 08:38:23,18.67,0.00,0.80,12.20,4.83,12.28,36.00,49.00,46.33,4.19,1.10,1.72,1.15,0.11,2.25,6.50,-4.13,12.88,45.50,49.00,40.25,54.25,1.10,1.10,1.10,1.10,-99.90,6.30,0.51,12.68,-0.90,3.20,-99.90,4.70,1.37,12.63,1.90,4.05,-99.90,5.00,1.21,12.60,1.55,3.70,-99.20,64.20,55.65,19.62,55.35,60.60,0,11,14,1
VC6M60E5,2024-12-10 00:50:08,2024-12-10 08:20:08,7.50,0.00,-3.60,3.20,-1.31,5.59,57.00,69.00,60.70,2.72,1.00,1.40,1.04,0.08,-3.40,0.83,-9.74,7.16,59.00,63.00,53.00,69.00,1.00,1.01,0.98,1.02,-6.70,1.50,-1.89,1.20,-2.38,-1.60,0.00,2.00,0.57,0.44,0.30,0.70,0.00,2.00,0.54,0.36,0.30,0.80,70.20,91.90,83.10,4.03,81.35,84.40,0,0,9,0
VC6M60E6,2024-12-12 20:31:44,2024-12-17 21:51:44,121.33,5.00,0.60,8.50,5.21,4.40,37.00,50.00,44.72,2.76,1.00,1.30,1.01,0.04,3.30,7.10,-2.40,12.80,43.00,47.00,37.00,53.00,1.00,1.00,1.00,1.00,-0.40,9.40,3.98,2.54,1.80,5.90,0.30,9.60,4.20,1.82,3.00,5.40,0.50,9.20,4.18,1.67,2.90,5.10,23.60,80.90,44.61,10.18,37.00,51.40,0,0,30,0
VC6M60E8,2024-11-30 02:04:04,2024-12-11 06:24:04,268.33,11.00,3.00,11.30,7.93,2.58,58.00,76.00,63.15,1.67,0.00,1.40,0.92,0.08,6.90,9.00,3.75,12.15,62.00,64.00,59.00,67.00,0.90,0.90,0.90,0.90,1.10,12.70,6.80,2.24,4.70,8.40,0.00,9.10,3.56,1.62,2.40,4.50,0.50,6.60,3.54,1.42,2.30,4.50,-99.20,89.80,45.76,18.50,40.80,52.30,3,7,51,0
VC6M60E9,2024-11-29 19:23:35,2024-12-02 18:53:35,71.50,2.00,-0.30,10.20,4.82,6.36,54.00,73.00,60.14,4.52,1.00,1.30,1.09,0.03,2.88,7.03,-3.35,13.25,56.75,62.00,48.88,69.88,1.10,1.10,1.10,1.10,-0.20,15.40,5.33,3.44,3.00,7.30,-99.50,5.70,-11.98,34.07,0.00,1.70,-99.90,6.30,-12.03,34.20,0.00,1.60,59.70,97.90,87.64,10.28,81.80,96.80,0,21,61,0
VC6M60EC,2024-12-14 20:25:32,2025-01-14 14:25:32,738.00,30.00,-13.00,11.10,-1.49,19.16,39.00,91.00,56.68,7.08,0.91,2.10,1.02,0.11,-3.90,0.90,-11.10,8.10,52.00,62.00,37.00,77.00,0.93,1.10,0.68,1.36,-15.20,8.20,-3.24,4.70,-6.80,-0.10,0.00,11.00,2.22,2.01,1.00,2.60,0.00,10.40,2.27,1.98,1.00,2.68,-99.20,93.40,67.19,15.06,54.25,79.70,67,14,8,1
VC6M60ED,2024-11-30 04:44:42,2024-12-03 23:44:42,91.00,3.00,1.00,7.80,3.38,7.43,53.00,75.00,66.27,8.76,1.10,1.43,1.15,0.09,1.55,7.10,-6.77,15.42,54.00,72.00,27.00,99.00,1.10,1.20,0.95,1.35,-4.70,4.90,0.88,2.16,-0.30,2.20,0.00,3.30,0.84,0.94,0.40,1.08,0.10,2.90,0.80,0.80,0.33,0.90,-99.20,96.30,70.67,33.07,69.63,79.23,0,0,1,0
VC6M60EF,2024-11-29 15:58:14,2025-01-23 23:58:14,1328.00,55.00,-10.80,11.90,0.93,14.71,44.00,70.00,55.17,4.63,0.92,1.59,0.99,0.04,-1.40,3.10,-8.15,9.85,52.00,57.00,44.50,64.50,0.96,1.03,0.85,1.14,-15.20,10.00,-0.74,4.76,-3.70,3.00,0.00,7.40,2.02,1.27,1.20,2.60,0.00,7.90,2.02,1.17,1.20,2.50,-99.20,94.70,66.94,16.96,54.20,80.35,166,202,7,1
VC6M60F0,2024-12-17 09:10:12,2025-01-23 23:50:12,902.67,37.00,-1.50,25.30,21.11,12.83,13.00,55.00,20.94,4.92,1.00,1.53,1.02,0.03,20.40,22.90,16.65,26.65,18.00,23.00,10.50,30.50,1.01,1.01,1.01,1.01,-8.90,10.00,-0.03,4.07,-3.00,3.10,0.00,7.20,1.95,1.18,1.20,2.60,0.00,7.20,1.94,1.06,1.20,2.50,21.00,91.40,66.47,16.42,54.30,80.00,231,91,166,1
VC6M6126,2025-01-19 02:12:21,2025-01-21 17:02:21,62.83,2.00,-2.90,9.70,4.36,13.22,42.00,54.00,47.62,3.28,1.10,1.30,1.10,0.02,1.30,7.60,-8.15,17.05,44.00,50.00,35.00,59.00,1.10,1.10,1.10,1.10,-2.50,10.20,3.03,3.28,0.60,5.80,-99.50,3.10,-0.62,12.60,0.00,1.40,-99.90,3.40,-0.65,12.65,0.13,1.50,46.50,97.80,81.99,15.66,66.90,96.00,0,0,9,0
VC6M6139,2025-01-23 22:42:07,2025-01-23 23:52:07,1.17,0.00,0.20,0.80,0.44,0.05,51.00,54.00,52.62,0.92,1.00,1.30,1.18,0.09,0.30,0.55,-0.08,0.93,52.00,53.00,50.50,54.50,1.18,1.20,1.14,1.24,-6.20,-0.30,-3.05,2.77,-5.30,-0.60,0.00,2.00,1.10,0.78,0.75,1.55,0.20,1.90,0.90,0.66,0.58,1.08,61.10,89.60,74.48,13.59,62.30,85.78,0,0,3,0
VC6M6198,2025-01-21 21:04:32,2025-01-22 13:54:32,16.83,0.00,0.60,4.10,1.85,1.25,50.00,60.00,54.97,2.48,1.00,1.47,1.01,0.06,0.90,3.00,-2.25,6.15,53.00,57.00,47.00,63.00,1.00,1.00,1.00,1.00,-3.80,2.90,-0.65,2.10,-2.30,1.40,0.00,2.60,0.73,0.93,0.00,1.80,0.00,2.70,0.69,0.95,0.00,1.50,-99.20,98.00,92.10,27.58,96.30,97.50,0,0,7,0
VC6M619A,2025-01-21 21:55:42,2025-01-23 23:55:42,50.00,2.00,-0.20,5.90,2.95,3.23,53.00,74.00,61.02,5.15,1.00,1.24,1.01,0.03,1.30,4.50,-3.50,9.30,56.00,63.00,45.50,73.50,1.00,1.01,0.98,1.02,-3.80,5.60,1.39,2.68,-1.20,3.60,0.00,3.80,1.47,0.99,0.80,2.30,0.00,3.40,1.52,0.98,0.80,2.50,29.00,96.50,74.91,21.47,69.60,90.40,0,1,12,0
VC6M61A3,2025-01-22 14:37:40,2025-01-23 23:27:40,32.83,1.00,6.20,9.80,6.88,1.45,44.00,48.00,46.67,1.15,1.00,1.30,1.04,0.10,6.30,6.58,5.89,6.99,46.75,47.00,46.38,47.38,1.00,1.00,1.00,1.00,-1.10,5.10,0.27,2.04,-0.65,-0.22,0.20,2.30,1.34,0.73,0.95,1.70,0.10,2.80,1.36,0.83,1.00,1.70,65.40,79.60,68.05,4.17,65.40,69.50,2,5,2,0
VC6M61A5,2025-01-22 02:05:54,2025-01-22 08:15:54,6.17,0.00,0.00,2.50,1.65,0.42,76.00,79.00,77.45,1.26,1.10,1.30,1.13,0.06,1.60,2.00,1.00,2.60,76.25,79.00,72.12,83.12,1.10,1.12,1.07,1.15,0.50,3.30,1.71,0.98,0.63,2.50,0.60,3.30,1.61,0.93,0.60,2.10,0.20,3.00,1.45,0.95,0.50,2.20,80.20,91.70,86.13,4.86,81.00,91.55,4,0,5,0
VC6M61A9,2025-01-22 11:33:38,2025-01-23 23:53:38,36.33,1.00,-0.30,7.50,3.44,5.54,60.00,68.00,64.34,2.23,1.10,1.50,1.11,0.04,1.50,5.30,-4.20,11.00,62.00,66.00,56.00,72.00,1.10,1.10,1.10,1.10,-3.20,6.00,1.12,3.06,-1.40,4.60,0.00,2.80,1.10,0.87,0.35,1.80,0.00,2.60,1.07,0.80,0.40,1.60,29.00,95.00,65.47,21.56,50.50,86.60,0,0,9,0
VC6M61B6,2025-01-22 08:39:13,2025-01-23 23:59:13,39.33,1.00,2.00,6.70,4.14,2.17,54.00,68.00,57.91,2.42,1.00,1.40,1.10,0.12,2.90,5.35,-0.77,9.02,56.00,59.00,51.50,63.50,1.00,1.10,0.84,1.26,-1.30,2.00,0.34,1.04,-0.40,0.80,1.00,3.80,2.10,0.99,1.30,3.00,1.00,3.00,1.91,0.74,1.30,2.80,68.40,99.90,77.79,8.87,73.00,83.40,0,1,6,0
VC6M61C3,2025-01-22 11:48:21,2025-01-22 16:38:21,4.83,0.00,5.90,7.70,7.04,0.31,58.00,62.00,59.07,1.01,1.00,1.30,1.05,0.10,6.70,7.50,5.50,8.70,58.00,60.00,55.00,63.00,1.00,1.01,0.99,1.02,2.10,4.40,3.44,0.88,2.70,4.10,0.00,2.60,1.37,0.62,0.93,1.50,0.30,2.50,1.51,0.58,1.03,2.03,-99.20,99.90,66.90,46.10,71.70,84.80,0,0,7,0
VC6M61C4,2025-01-22 03:49:34,2025-01-23 23:59:34,44.17,1.00,0.80,6.50,2.78,1.58,53.00,65.00,56.77,1.69,1.10,1.32,1.10,0.02,1.83,3.58,-0.80,6.20,56.00,57.00,54.50,58.50,1.10,1.10,1.10,1.10,-3.20,5.60,0.39,2.84,-1.60,3.00,0.00,2.70,1.06,0.86,0.23,1.80,0.00,2.60,1.05,0.81,0.23,1.60,-99.20,94.70,67.96,30.10,55.30,90.40,2,19,3,0
VC6M61ED,2025-01-23 21:41:35,2025-01-23 21:51:35,0.17,0.00,1.40,1.70,1.55,0.04,46.00,47.00,46.50,0.71,1.22,1.30,1.26,0.06,1.47,1.63,1.25,1.85,46.25,46.75,45.50,47.50,1.24,1.28,1.18,1.34,-2.00,-2.00,-2.00,0.00,-2.00,-2.00,0.50,0.50,0.50,0.00,0.50,0.50,0.60,0.60,0.60,0.00,0.60,0.60,72.20,72.20,72.20,0.00,72.20,72.20,0,0,0,0
VC6ML002,2024-12-09 11:08:42,2024-12-21 02:08:42,279.00,11.00,2.30,24.90,21.04,17.57,15.00,57.00,24.69,7.28,1.00,1.89,1.09,0.06,20.80,23.00,17.50,26.30,20.00,27.00,9.50,37.50,1.10,1.10,1.10,1.10,-8.40,10.10,0.32,3.09,-1.70,2.45,0.00,6.30,1.65,0.96,0.90,2.30,0.00,4.60,1.64,0.86,1.00,2.20,30.70,97.60,67.45,15.75,53.80,80.05,91,91,244,1
VC6ML003,2024-12-09 10:43:19,2024-12-24 14:53:19,364.17,15.00,-0.90,25.00,19.98,24.27,13.00,64.00,24.22,8.83,1.00,1.50,1.01,0.05,20.30,22.50,17.00,25.80,19.00,26.00,8.50,36.50,1.00,1.00,1.00,1.00,-8.10,10.10,0.29,3.28,-1.90,2.30,0.00,7.70,1.78,1.08,1.00,2.50,0.00,5.80,1.75,0.97,1.00,2.30,31.00,97.60,68.08,15.64,55.20,81.20,198,144,170,0
