#group,false,false,true,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T17:21:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733592092212,100,37.2894,,1,,,,,,,,126.828599
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T17:28:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733592521983,100,37.2894,,1,,,,,,,,126.828599
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T17:28:49Z,device_total_measurements,west,VC6M6019,-1.2,-86.8,0,-1,0.5,-3.2,0,1733592522019,,,48,,1733592060000,0,1,0,-0.1,0.00000000000000010723968017124092,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T17:38:49Z,device_total_measurements,west,VC6M6019,-1.4,-86.3,0,-1,0.5,-3.6,0,1733593289575,,,48,,1733592480000,0,1,0,-0.1,0.00000000000000010437640195814956,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T17:41:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733593289613,100,37.2894,,1,,,,,,,,126.828599
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T17:48:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733593722075,100,37.2894,,1,,,,,,,,126.828599
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T17:48:49Z,device_total_measurements,west,VC6M6019,-1.3,-86.2,0,-1,0.4,-3.8,0,1733593722119,,,48,,1733593260000,0,1,0,-0.1,0.00000000000000010579888181541658,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T17:58:49Z,device_total_measurements,west,VC6M6019,-1.5,-86.1,0,-1,0.5,-3.9,0,1733594489281,,,48,,1733593680000,0,1,0,-0.1,0.00000000000000010297202130384071,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T18:01:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733594489311,100,37.2894,,1,,,,,,,,126.828599
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T18:08:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733594921818,100,37.2894,,1,,,,,,,,126.828599
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T18:08:49Z,device_total_measurements,west,VC6M6019,-1.4,-86.3,0,-1,0.5,-3.6,0,1733594920828,,,48,,1733594460000,0,1,0,-0.1,0.00000000000000010437640195814956,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T18:18:49Z,device_total_measurements,west,VC6M6019,-1.6,-86.7,0,-1,0.5,-3.3,0,1733595690628,,,48,,1733594880000,0,1,0,-0.1,0.00000000000000010158552301360238,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T18:21:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733595690756,100,37.2894,,1,,,,,,,,126.828599
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T18:28:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733596123078,100,37.2894,,1,,,,,,,,126.828599
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T18:28:49Z,device_total_measurements,west,VC6M6019,-1.4,-86.5,0,-1,0.5,-3.5,0,1733596123094,,,48,,1733595660000,0,1,0,-0.1,0.00000000000000010437640195814956,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T18:38:49Z,device_total_measurements,west,VC6M6019,-1.6,-86.2,0,-1,0.5,-3.7,0,1733596995734,,,48,,1733596080000,0,1,0,-0.2,0.00000000000000010158552301360238,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T18:41:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733596995605,100,37.2894,,1,,,,,,,,126.828599
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T18:48:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733597323057,100,37.2894,,1,,,,,,,,126.828599
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T18:48:49Z,device_total_measurements,west,VC6M6019,-1.5,-86.3,0,-1,0.5,-3.6,0,1733597323078,,,48,,1733596860000,0,1,0,-0.1,0.00000000000000010297202130384071,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T18:58:49Z,device_total_measurements,west,VC6M6019,-1.7,-86.2,0,-1,0.5,-3.7,0,1733598099377,,,48,,1733597280000,0,1,0,-0.1,0.00000000000000010021669267969879,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T19:01:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733598099386,100,37.292079,,1,,,,,,,,126.835119
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T19:08:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733598524244,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T19:08:49Z,device_total_measurements,west,VC6M6019,-1.6,-86.6,0,-1,0.4,-3.4,0,1733598524242,,,48,,1733598060000,0,1,0,-0.1,0.00000000000000010158552301360238,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T19:18:49Z,device_total_measurements,west,VC6M6019,-1.8,-86.4,0,-1,0.5,-3.5,0,1733599293269,,,48,,1733598480000,0,1,0,-0.1,0.00000000000000009886531830022457,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T19:21:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733599293259,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T19:28:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733599721740,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T19:28:49Z,device_total_measurements,west,VC6M6019,-1.7,-86.6,0,-1,0.4,-3.4,0,1733599721747,,,48,,1733599260000,0,1,0,-0.2,0.00000000000000010021669267969879,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T19:38:49Z,device_total_measurements,west,VC6M6019,-1.9,-86.6,0,-1,0.5,-3.4,0,1733600680825,,,48,,1733599680000,0,1,0,-0.1,0.00000000000000009753119025404793,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T19:41:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733600680822,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T19:48:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733600925327,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T19:48:49Z,device_total_measurements,west,VC6M6019,-1.8,-86.6,0,-1,0.4,-3.4,0,1733600925319,,,48,,1733600460000,0,1,0,-0.2,0.00000000000000009886531830022457,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T19:58:49Z,device_total_measurements,west,VC6M6019,-2,-86.4,0,-1,0.4,-3.6,0,1733601689624,,,48,,1733600880000,0,1,0,-0.2,0.00000000000000009621410127596762,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T20:01:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733601689616,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T20:08:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733602122347,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T20:08:49Z,device_total_measurements,west,VC6M6019,-1.9,-86.6,0,-1,0.4,-3.4,0,1733602122364,,,48,,1733601660000,0,1,0,-0.1,0.00000000000000009753119025404793,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T20:18:49Z,device_total_measurements,west,VC6M6019,-2.1,-86.7,0,-1,0.5,-3.3,0,1733602893233,,,48,,1733602080000,0,1,0,-0.2,0.00000000000000009491384643213196,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T20:21:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733602893229,100,37.292079,,1,,,,,,,,126.835119
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T20:28:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733603321825,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T20:28:49Z,device_total_measurements,west,VC6M6019,-2.1,-86.7,0,-1,0.4,-3.3,0,1733603321811,,,48,,1733602860000,0,1,0,-0.1,0.00000000000000009491384643213196,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T20:38:49Z,device_total_measurements,west,VC6M6019,-2.3,-86.4,0,-1,0.3,-3.6,0,1733604091836,,,48,,1733603280000,0,1,0,-0.1,0.0000000000000000923630309225859,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T20:41:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733604091845,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T20:48:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733604526196,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T20:48:49Z,device_total_measurements,west,VC6M6019,-2.2,-86.6,0,-1,0.5,-3.4,0,1733604526205,,,48,,1733604060000,0,1,0,-0.1,0.00000000000000009363022309567177,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T20:58:49Z,device_total_measurements,west,VC6M6019,-2.4,-86.2,0,-1,0.5,-3.7,0,1733605293459,,,49,,1733604480000,0,1,0,-0.1,0.00000000000000009111207182784843,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T21:01:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733605293457,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T21:08:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733605723945,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T21:08:49Z,device_total_measurements,west,VC6M6019,-2.3,-85.8,0,-1,0.4,-4.2,0,1733605723883,,,48,,1733605260000,0,1,0,-0.1,0.0000000000000000923630309225859,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T21:18:49Z,device_total_measurements,west,VC6M6019,-2.5,-86.2,0,-1,0.4,-3.7,0,1733606656228,,,49,,1733605680000,0,1,0,-0.1,0.00000000000000008987714996174854,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T21:21:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733606656897,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T21:28:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733606924122,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T21:28:49Z,device_total_measurements,west,VC6M6019,-2.3,-86,0,-1,0.5,-4,0,1733606924124,,,48,,1733606460000,0,1,0,-0.1,0.0000000000000000923630309225859,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T21:38:49Z,device_total_measurements,west,VC6M6019,-2.5,-86,0,-1,0.4,-4,0,1733607692898,,,49,,1733606880000,0,1,0,-0.1,0.00000000000000008987714996174854,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T21:41:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733607692893,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T21:48:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733608123445,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T21:48:49Z,device_total_measurements,west,VC6M6019,-2.4,-86.1,0,-1,0.4,-3.8,0,1733608123434,,,48,,1733607660000,0,1,0,-0.1,0.00000000000000009111207182784843,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T21:58:49Z,device_total_measurements,west,VC6M6019,-2.6,-86.1,0,-1,0.4,-3.8,0,1733608892661,,,49,,1733608080000,0,1,0,-0.1,0.00000000000000008865807168645519,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T22:01:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733608892662,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T22:08:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733609342199,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T22:08:49Z,device_total_measurements,west,VC6M6019,-2.4,-86.7,0,-1,0.4,-3.3,0,1733609342182,,,48,,1733608860000,0,1,0,-0.1,0.00000000000000009111207182784843,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T22:18:49Z,device_total_measurements,west,VC6M6019,-2.6,-85.4,0,-1,0.4,-4.5,0,1733610091548,,,49,,1733609280000,0,1,0,-0.1,0.00000000000000008865807168645519,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T22:21:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733610091869,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T22:28:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733610523124,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T22:28:49Z,device_total_measurements,west,VC6M6019,-2.5,-86.1,0,-1,0.4,-3.8,0,1733610523128,,,48,,1733610060000,0,1,0,-0.1,0.00000000000000008987714996174854,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T22:38:49Z,device_total_measurements,west,VC6M6019,-2.7,-86,0,-1,0.5,-3.9,0,1733611292072,,,49,,1733610480000,0,1,0,-0.1,0.00000000000000008745464555281924,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T22:41:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733611292063,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T22:48:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733611723625,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T22:48:49Z,device_total_measurements,west,VC6M6019,-2.6,-86.3,0,-1,0.4,-3.7,0,1733611723626,,,48,,1733611260000,0,1,0,-0.1,0.00000000000000008865807168645519,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T22:58:49Z,device_total_measurements,west,VC6M6019,-2.7,-86.4,0,-1,0.4,-3.6,0,1733614727098,,,49,,1733611680000,0,1,0,-0.1,0.00000000000000008745464555281924,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T23:01:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733614727074,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T23:08:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733614727074,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T23:08:49Z,device_total_measurements,west,VC6M6019,-1.7,-86,0,-1,0.4,-4,0,1733614727098,,,47,,1733612460000,0,1,0,-0.2,0.00000000000000010021669267969879,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T23:18:49Z,device_total_measurements,west,VC6M6019,-1.4,-86.7,0,-1,0.4,-3.3,0,1733614727098,,,46,,1733612880000,0,1,0,-0.1,0.00000000000000010437640195814956,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T23:23:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733614727074,100,,,,,,,,,,,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T23:28:49Z,device_total_measurements,west,VC6M6019,-1.2,-86,0,-1,0.5,-4,0,1733614727098,,,46,,1733613780000,0,1,0,-0.1,0.00000000000000010723968017124092,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T23:31:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733614727074,100,,,,,,,,,,,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T23:38:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733614727074,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T23:38:49Z,device_total_measurements,west,VC6M6019,-1.3,-86.1,0,-1,0.4,-3.8,0,1733614727098,,,46,,1733614260000,0,1,0,-0.1,0.00000000000000010579888181541658,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T23:48:49Z,device_total_measurements,west,VC6M6019,-1.6,-86.3,0,-1,0.5,-3.6,0,1733615492422,,,46,,1733614680000,0,1,0,-0.1,0.00000000000000010158552301360238,0,
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T23:51:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733615493410,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T23:58:00Z,device_total_measurements,west,VC6M6019,,,,,,,,1733615925951,100,37.288166,,1,,,,,,,,126.828954
,,0,2024-12-07T00:00:00Z,2024-12-07T23:59:00Z,2024-12-07T23:58:49Z,device_total_measurements,west,VC6M6019,-1.3,-86.1,0,-1,0.4,-3.8,0,1733615925945,,,46,,1733615460000,0,1,0,-0.1,0.00000000000000010579888181541658,0,

